solver,basin_hash,distance,edges,triplets
ClarkeWright,18027059528131261167,1358.5091,1-13|13-17|2-17|2-20|20-31|15-31|1-15|1-25|22-25|3-22|3-4|4-18|18-32|1-32|1-14|8-14|8-27|10-27|10-19|19-23|12-23|12-29|24-29|9-24|1-9|1-5|5-7|7-28|6-28|6-26|11-26|1-11|1-16|16-30|21-30|1-21,1-13-17|2-17-13|17-2-20|2-20-31|15-31-20|1-15-31|1-25-22|3-22-25|4-3-22|3-4-18|4-18-32|1-32-18|1-14-8|14-8-27|8-27-10|19-10-27|10-19-23|12-23-19|23-12-29|12-29-24|9-24-29|1-9-24|1-5-7|5-7-28|6-28-7|26-6-28|6-26-11|1-11-26|1-16-30|16-30-21|1-21-30
ClarkeWright,7332142975182810386,1180.9222,1-6|6-21|21-26|23-26|23-29|3-29|3-14|1-14|1-24|12-24|12-19|5-19|5-9|9-10|10-16|11-16|11-30|15-30|1-15|1-25|25-28|27-28|8-27|4-8|4-18|18-32|1-32|1-22|20-22|7-20|7-31|2-31|2-17|1-17|1-13|1-13,1-6-21|6-21-26|21-26-23|26-23-29|3-29-23|14-3-29|1-14-3|1-24-12|19-12-24|5-19-12|9-5-19|5-9-10|9-10-16|10-16-11|16-11-30|11-30-15|1-15-30|1-25-28|25-28-27|8-27-28|4-8-27|8-4-18|4-18-32|1-32-18|1-22-20|7-20-22|20-7-31|2-31-7|17-2-31|1-17-2|1-13-1
ClarkeWright,4486108844775524004,1189.8336,1-2|2-32|18-32|18-20|14-20|14-22|1-22|1-3|3-4|4-5|5-9|9-23|23-30|11-30|11-16|7-16|1-7|1-15|15-25|25-28|21-28|19-21|12-19|12-24|24-29|1-29|1-10|10-26|6-26|6-31|13-31|8-13|1-8|1-17|17-27|1-27,1-2-32|2-32-18|20-18-32|14-20-18|20-14-22|1-22-14|1-3-4|3-4-5|4-5-9|5-9-23|9-23-30|11-30-23|16-11-30|7-16-11|1-7-16|1-15-25|15-25-28|21-28-25|19-21-28|12-19-21|19-12-24|12-24-29|1-29-24|1-10-26|6-26-10|26-6-31|6-31-13|8-13-31|1-8-13|1-17-27|1-27-17
ClarkeWright,2677843300711408194,1311.5355,1-15|15-25|25-28|21-28|19-21|9-19|9-12|12-24|1-24|1-5|4-5|4-14|2-14|2-27|18-27|1-18|1-20|20-22|22-32|3-32|3-7|7-29|29-30|1-30|1-11|11-16|10-16|10-23|23-26|6-26|6-31|1-31|1-8|8-17|13-17|1-13,1-15-25|15-25-28|21-28-25|19-21-28|9-19-21|12-9-19|9-12-24|1-24-12|1-5-4|5-4-14|2-14-4|14-2-27|2-27-18|1-18-27|1-20-22|20-22-32|3-32-22|7-3-32|3-7-29|7-29-30|1-30-29|1-11-16|10-16-11|16-10-23|10-23-26|6-26-23|26-6-31|1-31-6|1-8-17|8-17-13|1-13-17
ClarkeWright,5858909566092153694,1318.4061,1-21|21-26|6-26|6-11|11-28|15-28|15-25|1-25|1-13|13-17|14-17|14-18|18-20|1-20|1-32|3-32|3-4|4-27|27-30|19-30|19-23|9-23|9-29|5-29|5-12|1-12|1-10|10-16|16-31|2-31|2-8|8-22|1-22|1-7|7-24|1-24,1-21-26|6-26-21|11-6-26|6-11-28|11-28-15|25-15-28|1-25-15|1-13-17|13-17-14|17-14-18|14-18-20|1-20-18|1-32-3|4-3-32|3-4-27|4-27-30|19-30-27|23-19-30|9-23-19|23-9-29|5-29-9|12-5-29|1-12-5|1-10-16|10-16-31|2-31-16|8-2-31|2-8-22|1-22-8|1-7-24|1-24-7
ClarkeWright,1452485765573290343,883.8961,1-2|2-22|22-32|18-32|18-20|14-20|1-14|1-15|15-19|9-19|9-29|5-29|5-12|10-12|10-23|23-30|6-30|6-21|1-21|1-26|11-26|11-16|16-28|25-28|1-25|1-24|3-24|3-4|4-7|7-8|8-31|13-31|1-13|1-17|17-27|1-27,1-2-22|2-22-32|18-32-22|20-18-32|14-20-18|1-14-20|1-15-19|9-19-15|19-9-29|5-29-9|12-5-29|5-12-10|12-10-23|10-23-30|6-30-23|21-6-30|1-21-6|1-26-11|16-11-26|11-16-28|16-28-25|1-25-28|1-24-3|4-3-24|3-4-7|4-7-8|7-8-31|8-31-13|1-13-31|1-17-27|1-27-17
ClarkeWright,15959227082301532876,1111.5565,1-21|21-30|16-30|16-26|11-26|6-11|6-15|15-25|1-25|1-8|7-8|7-22|22-32|14-32|2-14|1-2|1-18|18-20|20-24|5-24|5-12|12-23|1-23|1-28|28-29|3-29|3-19|9-19|9-10|4-10|4-27|1-27|1-31|13-31|13-17|1-17,1-21-30|16-30-21|26-16-30|11-26-16|6-11-26|11-6-15|6-15-25|1-25-15|1-8-7|8-7-22|7-22-32|14-32-22|2-14-32|1-2-14|1-18-20|18-20-24|5-24-20|12-5-24|5-12-23|1-23-12|1-28-29|3-29-28|19-3-29|3-19-9|10-9-19|4-10-9|10-4-27|1-27-4|1-31-13|17-13-31|1-17-13
MOGA,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
MOGA,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
MOGA,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
MOGA,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
MOGA,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
MOGA,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
MOGA,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
MOGA,18332804542684464715,840.5275,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|1-27|1-25|15-25|7-15|7-24|4-24|3-4|3-8|1-8|1-14|14-18|18-20|20-32|22-32|2-22|1-2|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-31|17-31|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|1-27-29|1-25-15|7-15-25|15-7-24|4-24-7|3-4-24|4-3-8|1-8-3|1-14-18|14-18-20|18-20-32|20-32-22|2-22-32|1-2-22|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-31-17|13-17-31|1-13-17
MOGA,18332804542684464715,840.5275,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|1-27|1-25|15-25|7-15|7-24|4-24|3-4|3-8|1-8|1-14|14-18|18-20|20-32|22-32|2-22|1-2|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-31|17-31|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|1-27-29|1-25-15|7-15-25|15-7-24|4-24-7|3-4-24|4-3-8|1-8-3|1-14-18|14-18-20|18-20-32|20-32-22|2-22-32|1-2-22|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-31-17|13-17-31|1-13-17
MOGA,18332804542684464715,840.5275,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|1-27|1-25|15-25|7-15|7-24|4-24|3-4|3-8|1-8|1-14|14-18|18-20|20-32|22-32|2-22|1-2|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-31|17-31|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|1-27-29|1-25-15|7-15-25|15-7-24|4-24-7|3-4-24|4-3-8|1-8-3|1-14-18|14-18-20|18-20-32|20-32-22|2-22-32|1-2-22|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-31-17|13-17-31|1-13-17
MOGA,18332804542684464715,840.5275,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|1-27|1-25|15-25|7-15|7-24|4-24|3-4|3-8|1-8|1-14|14-18|18-20|20-32|22-32|2-22|1-2|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-31|17-31|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|1-27-29|1-25-15|7-15-25|15-7-24|4-24-7|3-4-24|4-3-8|1-8-3|1-14-18|14-18-20|18-20-32|20-32-22|2-22-32|1-2-22|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-31-17|13-17-31|1-13-17
MOGA,18332804542684464715,840.5275,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|1-27|1-25|15-25|7-15|7-24|4-24|3-4|3-8|1-8|1-14|14-18|18-20|20-32|22-32|2-22|1-2|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-31|17-31|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|1-27-29|1-25-15|7-15-25|15-7-24|4-24-7|3-4-24|4-3-8|1-8-3|1-14-18|14-18-20|18-20-32|20-32-22|2-22-32|1-2-22|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-31-17|13-17-31|1-13-17
MOGA,18332804542684464715,840.5275,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|1-27|1-25|15-25|7-15|7-24|4-24|3-4|3-8|1-8|1-14|14-18|18-20|20-32|22-32|2-22|1-2|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-31|17-31|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|1-27-29|1-25-15|7-15-25|15-7-24|4-24-7|3-4-24|4-3-8|1-8-3|1-14-18|14-18-20|18-20-32|20-32-22|2-22-32|1-2-22|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-31-17|13-17-31|1-13-17
MOGA,18332804542684464715,840.5275,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|1-27|1-25|15-25|7-15|7-24|4-24|3-4|3-8|1-8|1-14|14-18|18-20|20-32|22-32|2-22|1-2|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-31|17-31|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|1-27-29|1-25-15|7-15-25|15-7-24|4-24-7|3-4-24|4-3-8|1-8-3|1-14-18|14-18-20|18-20-32|20-32-22|2-22-32|1-2-22|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-31-17|13-17-31|1-13-17
MOGA,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
MOGA,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
MOGA,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
MOGA,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
MOGA,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
MOGA,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
MOGA,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
MOGA,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
MOGA,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
MOGA,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
MOGA,238536661053097708,842.7266,1-23|10-23|10-19|9-19|9-12|5-12|5-29|27-29|27-31|1-31|1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-8|3-8|3-4|4-24|7-24|7-15|15-25|1-25|1-28|28-30|16-30|11-16|11-26|6-26|6-21|1-21|1-17|13-17|1-13,1-23-10|19-10-23|9-19-10|12-9-19|5-12-9|12-5-29|5-29-27|29-27-31|1-31-27|1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-8-3|4-3-8|3-4-24|4-24-7|15-7-24|7-15-25|1-25-15|1-28-30|16-30-28|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-17-13|1-13-17
MOGA,7890066185115132965,833.2029,1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-15|7-15|7-24|4-24|3-4|3-8|8-17|17-27|27-31|1-31|1-21|6-21|6-26|11-26|11-16|16-30|28-30|1-28|1-25|19-25|9-19|9-29|5-29|5-12|10-12|10-23|1-23|1-13|1-13,1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-15-7|15-7-24|4-24-7|3-4-24|4-3-8|3-8-17|8-17-27|17-27-31|1-31-27|1-21-6|21-6-26|6-26-11|16-11-26|11-16-30|16-30-28|1-28-30|1-25-19|9-19-25|19-9-29|5-29-9|12-5-29|5-12-10|12-10-23|1-23-10|1-13-1
MOGA,571758398216659801,829.4114,1-15|15-19|9-19|9-29|5-29|5-12|10-12|10-23|23-28|1-28|1-25|25-30|16-30|11-16|11-26|6-26|6-21|1-21|1-31|17-31|8-17|3-8|3-4|4-24|7-24|7-27|1-27|1-14|14-18|18-20|20-32|22-32|2-22|1-2|1-13|1-13,1-15-19|9-19-15|19-9-29|5-29-9|12-5-29|5-12-10|12-10-23|10-23-28|1-28-23|1-25-30|16-30-25|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-31-17|8-17-31|3-8-17|4-3-8|3-4-24|4-24-7|24-7-27|1-27-7|1-14-18|14-18-20|18-20-32|20-32-22|2-22-32|1-2-22|1-13-1
MOGA,571758398216659801,829.4114,1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-31|17-31|8-17|3-8|3-4|4-24|7-24|7-27|1-27|1-25|25-30|16-30|11-16|11-26|6-26|6-21|1-21|1-28|23-28|10-23|10-12|5-12|5-29|9-29|9-19|15-19|1-15|1-13|1-13,1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-31-17|8-17-31|3-8-17|4-3-8|3-4-24|4-24-7|24-7-27|1-27-7|1-25-30|16-30-25|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-28-23|10-23-28|12-10-23|5-12-10|12-5-29|5-29-9|19-9-29|9-19-15|1-15-19|1-13-1
MOGA,571758398216659801,829.4114,1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-31|17-31|8-17|3-8|3-4|4-24|7-24|7-27|1-27|1-25|25-30|16-30|11-16|11-26|6-26|6-21|1-21|1-28|23-28|10-23|10-12|5-12|5-29|9-29|9-19|15-19|1-15|1-13|1-13,1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-31-17|8-17-31|3-8-17|4-3-8|3-4-24|4-24-7|24-7-27|1-27-7|1-25-30|16-30-25|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-28-23|10-23-28|12-10-23|5-12-10|12-5-29|5-29-9|19-9-29|9-19-15|1-15-19|1-13-1
MOGA,571758398216659801,829.4114,1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-31|17-31|8-17|3-8|3-4|4-24|7-24|7-27|1-27|1-25|25-30|16-30|11-16|11-26|6-26|6-21|1-21|1-28|23-28|10-23|10-12|5-12|5-29|9-29|9-19|15-19|1-15|1-13|1-13,1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-31-17|8-17-31|3-8-17|4-3-8|3-4-24|4-24-7|24-7-27|1-27-7|1-25-30|16-30-25|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-28-23|10-23-28|12-10-23|5-12-10|12-5-29|5-29-9|19-9-29|9-19-15|1-15-19|1-13-1
MOGA,571758398216659801,829.4114,1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-31|17-31|8-17|3-8|3-4|4-24|7-24|7-27|1-27|1-25|25-30|16-30|11-16|11-26|6-26|6-21|1-21|1-28|23-28|10-23|10-12|5-12|5-29|9-29|9-19|15-19|1-15|1-13|1-13,1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-31-17|8-17-31|3-8-17|4-3-8|3-4-24|4-24-7|24-7-27|1-27-7|1-25-30|16-30-25|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-28-23|10-23-28|12-10-23|5-12-10|12-5-29|5-29-9|19-9-29|9-19-15|1-15-19|1-13-1
MOGA,571758398216659801,829.4114,1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-31|17-31|8-17|3-8|3-4|4-24|7-24|7-27|1-27|1-25|25-30|16-30|11-16|11-26|6-26|6-21|1-21|1-28|23-28|10-23|10-12|5-12|5-29|9-29|9-19|15-19|1-15|1-13|1-13,1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-31-17|8-17-31|3-8-17|4-3-8|3-4-24|4-24-7|24-7-27|1-27-7|1-25-30|16-30-25|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-28-23|10-23-28|12-10-23|5-12-10|12-5-29|5-29-9|19-9-29|9-19-15|1-15-19|1-13-1
MOGA,571758398216659801,829.4114,1-2|2-22|22-32|20-32|18-20|14-18|1-14|1-31|17-31|8-17|3-8|3-4|4-24|7-24|7-27|1-27|1-25|25-30|16-30|11-16|11-26|6-26|6-21|1-21|1-28|23-28|10-23|10-12|5-12|5-29|9-29|9-19|15-19|1-15|1-13|1-13,1-2-22|2-22-32|20-32-22|18-20-32|14-18-20|1-14-18|1-31-17|8-17-31|3-8-17|4-3-8|3-4-24|4-24-7|24-7-27|1-27-7|1-25-30|16-30-25|11-16-30|16-11-26|6-26-11|21-6-26|1-21-6|1-28-23|10-23-28|12-10-23|5-12-10|12-5-29|5-29-9|19-9-29|9-19-15|1-15-19|1-13-1
